"Date","Price","Open","High","Low","Vol.","Change %"
"04/16/2006","1.2341","1.2125","1.2397","1.2123","","1.91%"
"04/09/2006","1.2110","1.2110","1.2170","1.2065","","0.17%"
"04/02/2006","1.2090","1.2122","1.2336","1.2032","","-0.24%"
"03/26/2006","1.2119","1.2039","1.2176","1.1976","","0.69%"
"03/19/2006","1.2036","1.2185","1.2199","1.1950","","-1.26%"
"03/12/2006","1.2190","1.1915","1.2208","1.1909","","2.31%"
"03/05/2006","1.1915","1.2049","1.2094","1.1859","","-1.03%"
"02/26/2006","1.2039","1.1873","1.2054","1.1824","","1.40%"
"02/19/2006","1.1873","1.1932","1.1976","1.1860","","-0.51%"
"02/12/2006","1.1934","1.1902","1.1955","1.1846","","0.29%"
"02/05/2006","1.1900","1.2037","1.2048","1.1892","","-1.03%"
"01/29/2006","1.2024","1.2106","1.2191","1.1968","","-0.63%"
"01/22/2006","1.2100","1.2140","1.2325","1.2085","","-0.31%"
"01/15/2006","1.2138","1.2149","1.2176","1.2041","","0.00%"
"01/08/2006","1.2138","1.2148","1.2165","1.2006","","-0.09%"
"01/01/2006","1.2149","1.1845","1.2182","1.1799","","2.58%"
"12/25/2005","1.1843","1.1862","1.1935","1.1778","","-0.27%"
"12/18/2005","1.1875","1.2027","1.2041","1.1799","","-1.15%"
"12/11/2005","1.2013","1.1781","1.2062","1.1777","","1.70%"
"12/04/2005","1.1812","1.1704","1.1850","1.1688","","0.81%"
"11/27/2005","1.1717","1.1715","1.1904","1.1662","","-0.06%"
"11/20/2005","1.1724","1.1775","1.1865","1.1683","","-0.37%"
"11/13/2005","1.1768","1.1723","1.1795","1.1639","","0.38%"
"11/06/2005","1.1724","1.1816","1.1838","1.1671","","-0.83%"
"10/30/2005","1.1822","1.2058","1.2092","1.1801","","-1.99%"
"10/23/2005","1.2062","1.1947","1.2176","1.1921","","0.95%"
"10/16/2005","1.1949","1.2083","1.2123","1.1875","","-1.06%"
"10/09/2005","1.2077","1.2119","1.2155","1.1911","","-0.35%"
"10/02/2005","1.2119","1.2022","1.2207","1.1900","","0.74%"
"09/25/2005","1.2030","1.2034","1.2090","1.1977","","-0.07%"
"09/18/2005","1.2039","1.2169","1.2273","1.2037","","-1.61%"
"09/11/2005","1.2236","1.2402","1.2415","1.2190","","-1.39%"
"09/04/2005","1.2409","1.2535","1.2585","1.2374","","-0.93%"
"08/28/2005","1.2525","1.2285","1.2590","1.2168","","1.97%"
"08/21/2005","1.2283","1.2163","1.2344","1.2157","","1.06%"
"08/14/2005","1.2154","1.2460","1.2460","1.2127","","-2.28%"
"08/07/2005","1.2437","1.2340","1.2487","1.2315","","0.60%"
"07/31/2005","1.2363","1.2125","1.2405","1.2119","","1.92%"
"07/24/2005","1.2130","1.2054","1.2159","1.1961","","0.52%"
"07/17/2005","1.2067","1.2022","1.2256","1.1951","","0.27%"
"07/10/2005","1.2035","1.1967","1.2258","1.1957","","0.53%"
"07/03/2005","1.1971","1.1934","1.2041","1.1867","","0.10%"
"06/26/2005","1.1959","1.2092","1.2188","1.1942","","-1.14%"
"06/19/2005","1.2097","1.2195","1.2241","1.1983","","-1.56%"
"06/12/2005","1.2289","1.2113","1.2291","1.2016","","1.37%"
"06/05/2005","1.2123","1.2225","1.2357","1.2108","","-0.92%"
"05/29/2005","1.2235","1.2534","1.2548","1.2159","","-2.70%"
"05/22/2005","1.2575","1.2546","1.2634","1.2496","","0.13%"
"05/15/2005","1.2559","1.2626","1.2691","1.2536","","-0.47%"
"05/08/2005","1.2618","1.2818","1.2915","1.2611","","-1.71%"
"05/01/2005","1.2837","1.2862","1.2992","1.2810","","-0.28%"
"04/24/2005","1.2873","1.3064","1.3065","1.2853","","-1.49%"
"04/17/2005","1.3068","1.2915","1.3127","1.2877","","1.17%"
"04/10/2005","1.2917","1.2925","1.3017","1.2767","","-0.16%"
"04/03/2005","1.2938","1.2883","1.2944","1.2799","","0.23%"
"03/27/2005","1.2908","1.2961","1.3060","1.2854","","-0.39%"
"03/20/2005","1.2958","1.3313","1.3318","1.2927","","-2.70%"
"03/13/2005","1.3318","1.3460","1.3480","1.3264","","-1.01%"
"03/06/2005","1.3454","1.3238","1.3482","1.3177","","1.61%"
"02/27/2005","1.3241","1.3243","1.3281","1.3089","","-0.02%"
"02/20/2005","1.3243","1.3045","1.3274","1.3032","","1.31%"
"02/13/2005","1.3072","1.2879","1.3091","1.2873","","1.60%"
"02/06/2005","1.2866","1.2858","1.2908","1.2731","","-0.05%"
"01/30/2005","1.2872","1.3033","1.3096","1.2863","","-1.32%"
"01/23/2005","1.3044","1.3039","1.3126","1.2942","","-0.05%"
"01/16/2005","1.3050","1.3101","1.3129","1.2921","","-0.43%"
"01/09/2005","1.3106","1.3062","1.3295","1.3051","","0.40%"
"01/02/2005","1.3054","1.3546","1.3581","1.3024","","-3.72%"
"12/26/2004","1.3558","1.3529","1.3668","1.3511","","0.20%"
"12/19/2004","1.3531","1.3335","1.3552","1.3298","","1.67%"
"12/12/2004","1.3309","1.3198","1.3446","1.3189","","0.64%"
"12/05/2004","1.3225","1.3441","1.3471","1.3137","","-1.72%"
"11/28/2004","1.3456","1.3271","1.3463","1.3230","","1.23%"
"11/21/2004","1.3293","1.3037","1.3333","1.2975","","2.10%"
"11/14/2004","1.3020","1.2977","1.3077","1.2916","","0.34%"
"11/07/2004","1.2976","1.2971","1.3007","1.2849","","0.07%"
"10/31/2004","1.2967","1.2805","1.2971","1.2658","","1.42%"
"10/24/2004","1.2785","1.2714","1.2846","1.2633","","0.77%"
"10/17/2004","1.2687","1.2479","1.2689","1.2450","","1.77%"
"10/10/2004","1.2466","1.2418","1.2508","1.2228","","0.48%"
"10/03/2004","1.2407","1.2402","1.2437","1.2247","","-0.06%"
"09/26/2004","1.2414","1.2283","1.2447","1.2247","","1.11%"
"09/19/2004","1.2278","1.2175","1.2368","1.2128","","0.65%"
"09/12/2004","1.2199","1.2270","1.2300","1.2123","","-0.51%"
"09/05/2004","1.2262","1.2062","1.2313","1.2025","","1.74%"
"08/29/2004","1.2052","1.2016","1.2226","1.1989","","0.37%"
"08/22/2004","1.2008","1.2321","1.2321","1.2004","","-2.47%"
"08/15/2004","1.2312","1.2381","1.2390","1.2278","","-0.52%"
"08/08/2004","1.2376","1.2288","1.2377","1.2173","","0.79%"
"08/01/2004","1.2279","1.2073","1.2294","1.1972","","2.15%"
"07/25/2004","1.2020","1.2107","1.2192","1.1992","","-0.61%"
"07/18/2004","1.2094","1.2442","1.2463","1.2086","","-2.88%"
"07/11/2004","1.2453","1.2411","1.2462","1.2298","","0.31%"
"07/04/2004","1.2415","1.2324","1.2424","1.2261","","0.72%"
"06/27/2004","1.2326","1.2176","1.2331","1.2067","","1.25%"
"06/20/2004","1.2174","1.2144","1.2195","1.2041","","0.26%"
"06/13/2004","1.2142","1.1984","1.2170","1.1953","","1.11%"
"06/06/2004","1.2009","1.2299","1.2354","1.1963","","-2.10%"
"05/30/2004","1.2266","1.2237","1.2306","1.2140","","0.43%"
"05/23/2004","1.2214","1.1987","1.2298","1.1932","","1.81%"
"05/16/2004","1.1997","1.1890","1.2071","1.1875","","0.98%"
"05/09/2004","1.1881","1.1877","1.1942","1.1772","","-0.03%"
"05/02/2004","1.1885","1.1996","1.2182","1.1876","","-0.81%"
"04/25/2004","1.1982","1.1808","1.2014","1.1762","","1.15%"
"04/18/2004","1.1846","1.2015","1.2083","1.1786","","-1.29%"
"04/11/2004","1.2001","1.2087","1.2102","1.1867","","-0.70%"
"04/04/2004","1.2086","1.2112","1.2223","1.1981","","-0.43%"
"03/28/2004","1.2138","1.2127","1.2391","1.2050","","0.04%"
"03/21/2004","1.2133","1.2286","1.2403","1.2072","","-1.13%"
"03/14/2004","1.2272","1.2188","1.2436","1.2176","","0.45%"
"03/07/2004","1.2217","1.2388","1.2463","1.2162","","-1.28%"
"02/29/2004","1.2376","1.2487","1.2542","1.2057","","-0.91%"
"02/22/2004","1.2490","1.2510","1.2716","1.2373","","-0.34%"
"02/15/2004","1.2532","1.2750","1.2928","1.2493","","-1.63%"
"02/08/2004","1.2740","1.2611","1.2895","1.2603","","0.28%"
"02/01/2004","1.2704","1.2471","1.2725","1.2390","","1.88%"
"01/25/2004","1.2469","1.2576","1.2665","1.2349","","-0.95%"
"01/18/2004","1.2588","1.2363","1.2778","1.2334","","1.62%"
"01/11/2004","1.2387","1.2845","1.2899","1.2351","","-3.46%"
"01/04/2004","1.2831","1.2585","1.2871","1.2561","","1.94%"
"12/28/2003","1.2587","1.2434","1.2649","1.2425","","1.26%"
"12/21/2003","1.2430","1.2404","1.2474","1.2350","","0.44%"
"12/14/2003","1.2375","1.2141","1.2440","1.2130","","0.71%"
"12/07/2003","1.2288","1.2173","1.2308","1.2112","","1.02%"
"11/30/2003","1.2164","1.1977","1.2180","1.1937","","1.42%"
"11/23/2003","1.1994","1.1910","1.2017","1.1753","","0.68%"
"11/16/2003","1.1913","1.1787","1.1980","1.1726","","1.13%"
"11/09/2003","1.1780","1.1506","1.1804","1.1444","","2.12%"
"11/02/2003","1.1535","1.1581","1.1621","1.1377","","-0.42%"
"10/26/2003","1.1584","1.1775","1.1786","1.1563","","-1.69%"
"10/19/2003","1.1783","1.1712","1.1860","1.1604","","0.85%"
"10/12/2003","1.1684","1.1810","1.1816","1.1549","","-0.97%"
"10/05/2003","1.1799","1.1574","1.1863","1.1533","","1.90%"
"09/28/2003","1.1579","1.1460","1.1770","1.1394","","0.92%"
"09/21/2003","1.1474","1.1448","1.1538","1.1414","","0.82%"
"09/14/2003","1.1381","1.1271","1.1384","1.1137","","0.80%"
"09/07/2003","1.1291","1.1098","1.1327","1.1048","","1.66%"
"08/31/2003","1.1107","1.0987","1.1140","1.0762","","1.16%"
"08/24/2003","1.0980","1.0871","1.1003","1.0792","","0.85%"
"08/17/2003","1.0887","1.1262","1.1271","1.0836","","-3.30%"
"08/10/2003","1.1259","1.1307","1.1384","1.1218","","-0.43%"
"08/03/2003","1.1308","1.1277","1.1429","1.1260","","0.30%"
"07/27/2003","1.1274","1.1494","1.1542","1.1133","","-2.07%"
"07/20/2003","1.1512","1.1250","1.1553","1.1245","","2.15%"
"07/13/2003","1.1270","1.1290","1.1340","1.1113","","-0.16%"
"07/06/2003","1.1288","1.1479","1.1484","1.1256","","-1.78%"
"06/29/2003","1.1493","1.1430","1.1613","1.1398","","0.49%"
"06/22/2003","1.1437","1.1578","1.1626","1.1400","","-1.49%"
"06/15/2003","1.1610","1.1876","1.1933","1.1552","","-2.13%"
"06/08/2003","1.1863","1.1713","1.1880","1.1659","","1.39%"
"06/01/2003","1.1700","1.1714","1.1891","1.1628","","-0.74%"
"05/25/2003","1.1787","1.1835","1.1935","1.1693","","-0.43%"
"05/18/2003","1.1838","1.1673","1.1840","1.1613","","2.12%"
"05/11/2003","1.1592","1.1532","1.1626","1.1370","","0.91%"
"05/04/2003","1.1487","1.1228","1.1538","1.1205","","2.28%"
"04/27/2003","1.1231","1.1037","1.1290","1.0933","","1.79%"
"04/20/2003","1.1034","1.0896","1.1054","1.0822","","1.47%"
"04/13/2003","1.0874","1.0748","1.0966","1.0715","","1.18%"
"04/06/2003","1.0747","1.0667","1.0833","1.0560","","0.16%"
"03/30/2003","1.0730","1.0796","1.0953","1.0684","","-0.48%"
"03/23/2003","1.0782","1.0607","1.0804","1.0567","","2.35%"
"03/16/2003","1.0534","1.0772","1.0847","1.0501","","-1.93%"
"03/09/2003","1.0741","1.1008","1.1086","1.0690","","-2.43%"
"03/02/2003","1.1008","1.0777","1.1069","1.0768","","1.94%"
"02/23/2003","1.0798","1.0727","1.0840","1.0708","","0.28%"
"02/16/2003","1.0768","1.0764","1.0850","1.0667","","-0.21%"
"02/09/2003","1.0791","1.0817","1.0860","1.0663","","-0.31%"
"02/02/2003","1.0825","1.0787","1.0941","1.0692","","0.52%"
"01/26/2003","1.0769","1.0838","1.0909","1.0722","","-0.48%"
"01/19/2003","1.0821","1.0655","1.0857","1.0629","","1.42%"
"01/12/2003","1.0669","1.0579","1.0680","1.0501","","0.88%"
"01/05/2003","1.0576","1.0416","1.0587","1.0359","","1.47%"
"12/29/2002","1.0423","1.0427","1.0505","1.0334","","-0.14%"
"12/22/2002","1.0438","1.0274","1.0445","1.0216","","1.65%"
"12/15/2002","1.0269","1.0237","1.0335","1.0191","","0.34%"
"12/08/2002","1.0234","1.0099","1.0261","1.0057","","1.34%"
"12/01/2002","1.0099","0.9945","1.0131","0.9857","","1.54%"
"11/24/2002","0.9946","0.9968","0.9972","0.9873","","-0.24%"
"11/17/2002","0.9970","1.0093","1.0147","0.9961","","-1.24%"
"11/10/2002","1.0095","1.0126","1.0175","1.0011","","-0.35%"
"11/03/2002","1.0130","0.9961","1.0151","0.9927","","1.62%"
"10/27/2002","0.9969","0.9765","1.0006","0.9724","","2.16%"
"10/20/2002","0.9758","0.9719","0.9803","0.9687","","0.40%"
"10/13/2002","0.9719","0.9878","0.9893","0.9696","","-1.59%"
"10/06/2002","0.9876","0.9792","0.9931","0.9766","","0.84%"
"09/29/2002","0.9794","0.9813","0.9914","0.9782","","-0.14%"
"09/22/2002","0.9808","0.9808","0.9861","0.9727","","-0.16%"
"09/15/2002","0.9824","0.9703","0.9878","0.9604","","1.14%"
"09/08/2002","0.9713","0.9818","0.9844","0.9699","","-1.00%"
"09/01/2002","0.9811","0.9818","0.9996","0.9798","","-0.09%"
"08/25/2002","0.9820","0.9720","0.9889","0.9680","","0.98%"
"08/18/2002","0.9725","0.9849","0.9874","0.9666","","-1.21%"
"08/11/2002","0.9844","0.9704","0.9898","0.9689","","1.49%"
"08/04/2002","0.9699","0.9875","0.9882","0.9624","","-1.74%"
"07/28/2002","0.9871","0.9875","0.9923","0.9726","","0.12%"
"07/21/2002","0.9859","1.0119","1.0137","0.9850","","-2.54%"
"07/14/2002","1.0116","0.9914","1.0212","0.9912","","2.07%"
"07/07/2002","0.9911","0.9747","0.9971","0.9739","","1.93%"
"06/30/2002","0.9723","0.9916","0.9982","0.9716","","-1.97%"
"06/23/2002","0.9918","0.9698","0.9992","0.9658","","2.16%"
"06/16/2002","0.9708","0.9438","0.9724","0.9408","","2.61%"
"06/09/2002","0.9461","0.9433","0.9528","0.9390","","0.24%"
"06/02/2002","0.9438","0.9330","0.9495","0.9303","","1.06%"
"05/26/2002","0.9339","0.9211","0.9421","0.9185","","1.48%"
"05/19/2002","0.9203","0.9208","0.9285","0.9161","","-0.02%"
"05/12/2002","0.9205","0.9134","0.9221","0.8991","","0.71%"
"05/05/2002","0.9140","0.9163","0.9192","0.9031","","-0.36%"
"04/28/2002","0.9173","0.9014","0.9177","0.8988","","1.72%"
"04/21/2002","0.9018","0.8896","0.9023","0.8856","","1.08%"
"04/14/2002","0.8922","0.8794","0.8925","0.8784","","1.36%"
"04/07/2002","0.8802","0.8793","0.8850","0.8732","","0.14%"
"03/31/2002","0.8790","0.8711","0.8860","0.8711","","0.83%"
"03/24/2002","0.8718","0.8765","0.8800","0.8698","","-0.59%"
"03/17/2002","0.8770","0.8816","0.8861","0.8742","","-0.61%"
"03/10/2002","0.8824","0.8737","0.8872","0.8703","","0.97%"
"03/03/2002","0.8739","0.8648","0.8841","0.8629","","1.04%"
"02/24/2002","0.8649","0.8752","0.8758","0.8614","","-1.23%"
"02/17/2002","0.8757","0.8733","0.8786","0.8660","","0.26%"
"02/10/2002","0.8734","0.8704","0.8803","0.8677","","-0.01%"
"02/03/2002","0.8735","0.8619","0.8756","0.8602","","1.32%"
"01/27/2002","0.8621","0.8651","0.8677","0.8562","","-0.46%"
"01/20/2002","0.8661","0.8836","0.8892","0.8627","","-2.06%"
"01/13/2002","0.8843","0.8943","0.8955","0.8786","","-0.93%"
"01/06/2002","0.8926","0.8952","0.8999","0.8864","","-0.27%"
"12/30/2001","0.8950","0.8840","0.9068","0.8824","","1.29%"
"12/23/2001","0.8836","0.8882","0.8910","0.8739","","-0.50%"
"12/16/2001","0.8880","0.9036","0.9084","0.8856","","-1.64%"
"12/09/2001","0.9028","0.8902","0.9058","0.8842","","1.48%"
"12/02/2001","0.8896","0.8960","0.8972","0.8846","","-0.77%"
"11/25/2001","0.8965","0.8771","0.8984","0.8768","","2.10%"
"11/18/2001","0.8781","0.8842","0.8853","0.8735","","-0.69%"
"11/11/2001","0.8842","0.8948","0.9018","0.8770","","-1.12%"
"11/04/2001","0.8942","0.9019","0.9049","0.8886","","-0.90%"
"10/28/2001","0.9023","0.8927","0.9123","0.8922","","1.02%"
"10/21/2001","0.8932","0.8983","0.9004","0.8867","","-0.67%"
"10/14/2001","0.8992","0.9117","0.9139","0.8964","","-1.36%"
"10/07/2001","0.9116","0.9183","0.9246","0.8986","","-0.75%"
"09/30/2001","0.9185","0.9103","0.9237","0.9059","","0.75%"
"09/23/2001","0.9117","0.9136","0.9252","0.9082","","-0.35%"
"09/16/2001","0.9149","0.9235","0.9335","0.9084","","-0.64%"
"09/09/2001","0.9208","0.9062","0.9250","0.8949","","1.48%"
"09/02/2001","0.9074","0.9101","0.9106","0.8823","","-0.55%"
"08/26/2001","0.9124","0.9133","0.9200","0.9026","","-0.28%"
"08/19/2001","0.9150","0.9178","0.9242","0.9073","","-0.35%"
"08/12/2001","0.9182","0.8932","0.9204","0.8921","","2.79%"
"08/05/2001","0.8933","0.8832","0.8962","0.8735","","1.01%"
"07/29/2001","0.8844","0.8761","0.8878","0.8720","","0.76%"
"07/22/2001","0.8777","0.8705","0.8825","0.8650","","0.76%"
"07/15/2001","0.8711","0.8541","0.8791","0.8488","","1.89%"
"07/08/2001","0.8549","0.8467","0.8646","0.8439","","0.87%"
"07/01/2001","0.8475","0.8507","0.8510","0.8347","","-0.29%"
"06/24/2001","0.8500","0.8568","0.8662","0.8430","","-0.85%"
"06/17/2001","0.8573","0.8632","0.8647","0.8494","","-0.49%"
"06/10/2001","0.8615","0.8498","0.8677","0.8412","","1.26%"
"06/03/2001","0.8508","0.8462","0.8572","0.8419","","0.37%"
"05/27/2001","0.8477","0.8602","0.8614","0.8430","","-1.57%"
"05/20/2001","0.8612","0.8800","0.8820","0.8501","","-2.29%"
"05/13/2001","0.8814","0.8756","0.8882","0.8723","","0.70%"
"05/06/2001","0.8753","0.8928","0.8936","0.8733","","-1.95%"
"04/29/2001","0.8927","0.8919","0.9010","0.8852","","0.06%"
"04/22/2001","0.8922","0.9017","0.9084","0.8886","","-1.11%"
"04/15/2001","0.9022","0.8887","0.9049","0.8696","","1.58%"
"04/08/2001","0.8882","0.9028","0.9049","0.8807","","-1.77%"
"04/01/2001","0.9042","0.8745","0.9094","0.8744","","3.01%"
"03/25/2001","0.8778","0.8913","0.8995","0.8752","","-1.37%"
"03/18/2001","0.8900","0.8975","0.9127","0.8829","","-0.85%"
"03/11/2001","0.8976","0.9327","0.9345","0.8915","","-3.78%"
"03/04/2001","0.9329","0.9365","0.9377","0.9252","","-0.19%"
"02/25/2001","0.9347","0.9173","0.9383","0.9079","","1.86%"
"02/18/2001","0.9176","0.9134","0.9243","0.9017","","0.49%"
"02/11/2001","0.9131","0.9254","0.9334","0.9026","","-1.25%"
"02/04/2001","0.9247","0.9345","0.9445","0.9125","","-1.25%"
"01/28/2001","0.9364","0.9246","0.9448","0.9145","","1.32%"
"01/21/2001","0.9242","0.9343","0.9453","0.9113","","-1.05%"
"01/14/2001","0.9340","0.9521","0.9533","0.9290","","-1.89%"
"01/07/2001","0.9520","0.9578","0.9596","0.9364","","-0.63%"
"12/31/2000","0.9580","0.9425","0.9597","0.9262","","1.66%"
"12/24/2000","0.9424","0.9237","0.9427","0.9197","","1.95%"
"12/17/2000","0.9244","0.8944","0.9265","0.8881","","3.22%"
"12/10/2000","0.8956","0.8825","0.9003","0.8716","","1.05%"
"12/03/2000","0.8863","0.8788","0.8978","0.8757","","0.86%"
"11/26/2000","0.8787","0.8392","0.8797","0.8384","","4.78%"
"11/19/2000","0.8386","0.8496","0.8537","0.8372","","-1.21%"
"11/12/2000","0.8489","0.8621","0.8666","0.8474","","-1.34%"
"11/05/2000","0.8604","0.8668","0.8732","0.8516","","-0.73%"
"10/29/2000","0.8667","0.8411","0.8800","0.8381","","3.23%"
"10/22/2000","0.8396","0.8414","0.8443","0.8227","","-0.30%"
"10/15/2000","0.8421","0.8548","0.8578","0.8326","","-1.66%"
"10/08/2000","0.8563","0.8693","0.8768","0.8530","","-1.40%"
"10/01/2000","0.8685","0.8843","0.8861","0.8662","","-1.74%"
"09/24/2000","0.8839","0.8797","0.8887","0.8710","","0.89%"
"09/17/2000","0.8761","0.8532","0.9025","0.8440","","2.64%"
"09/10/2000","0.8536","0.8644","0.8741","0.8528","","-1.45%"
"09/03/2000","0.8662","0.8998","0.9041","0.8632","","-3.73%"
"08/27/2000","0.8998","0.9024","0.9045","0.8840","","-0.27%"
"08/20/2000","0.9022","0.9071","0.9078","0.8907","","-0.47%"
"08/13/2000","0.9065","0.9038","0.9187","0.8997","","0.44%"
"08/06/2000","0.9025","0.9073","0.9146","0.8962","","-0.62%"
"07/30/2000","0.9081","0.9237","0.9295","0.8993","","-1.66%"
"07/23/2000","0.9234","0.9364","0.9451","0.9223","","-1.45%"
"07/16/2000","0.9370","0.9382","0.9401","0.9190","","-0.14%"
"07/09/2000","0.9383","0.9482","0.9567","0.9315","","-1.06%"
"07/02/2000","0.9484","0.9524","0.9599","0.9460","","-0.44%"
"06/25/2000","0.9526","0.9363","0.9603","0.9296","","1.77%"
"06/18/2000","0.9360","0.9637","0.9697","0.9339","","-2.99%"
"06/11/2000","0.9648","0.9526","0.9660","0.9489","","1.22%"
"06/04/2000","0.9532","0.9465","0.9705","0.9412","","0.71%"
"05/28/2000","0.9465","0.9324","0.9506","0.9235","","1.64%"
"05/21/2000","0.9312","0.8975","0.9344","0.8953","","3.77%"
"05/14/2000","0.8974","0.9177","0.9194","0.8845","","-2.45%"
"05/07/2000","0.9199","0.8964","0.9201","0.8914","","2.56%"
"04/30/2000","0.8969","0.9120","0.9177","0.8846","","-1.69%"
"04/23/2000","0.9123","0.9384","0.9451","0.9029","","-2.77%"
"04/16/2000","0.9383","0.9644","0.9673","0.9348","","-2.49%"
"04/09/2000","0.9623","0.9546","0.9650","0.9509","","0.77%"
"04/02/2000","0.9549","0.9562","0.9752","0.9502","","-0.14%"
"03/26/2000","0.9562","0.9770","0.9789","0.9478","","-2.14%"
"03/19/2000","0.9771","0.9727","0.9778","0.9575","","0.48%"
"03/12/2000","0.9724","0.9627","0.9743","0.9596","","0.98%"
"03/05/2000","0.9630","0.9576","0.9702","0.9521","","0.32%"
"02/27/2000","0.9599","0.9748","0.9866","0.9392","","-1.50%"
"02/20/2000","0.9745","0.9848","1.0091","0.9723","","-1.22%"
"02/13/2000","0.9865","0.9864","0.9959","0.9764","","-0.04%"
"02/06/2000","0.9869","0.9839","0.9969","0.9757","","0.42%"
"01/30/2000","0.9828","0.9779","0.9949","0.9662","","0.80%"
"01/23/2000","0.9750","1.0026","1.0101","0.9738","","-3.38%"
"01/16/2000","1.0091","1.0128","1.0193","1.0049","","-0.37%"
"01/09/2000","1.0128","1.0288","1.0370","1.0111","","-1.59%"
"01/02/2000","1.0292","1.0052","1.0417","1.0050","","2.15%"